0,128,94,0
0,668,130,0
0,827,554,0
4,116,78,0
7,398,526,0
9,387,629,0
9,891,667,0
11,516,357,0
13,551,449,0
14,466,562,0
16,328,925,0
21,801,32,0
24,546,263,0
24,972,436,0
26,339,112,0
26,619,856,0
29,237,12,0
29,701,677,0
35,345,967,0
35,513,525,0
40,6,699,0
42,689,556,0
46,310,37,0
51,12,5,0
52,563,459,0
52,877,386,0
53,797,733,0
58,840,174,0
64,68,617,0
64,226,848,0
65,231,164,0
66,54,656,0
70,338,386,0
71,627,603,0
73,761,69,0
76,364,181,0
77,56,889,0
78,191,810,0
78,548,911,0
78,885,44,0
79,948,986,0
81,868,567,0
82,270,354,0
82,443,836,0
82,769,951,0
89,129,473,0
91,167,984,0
93,714,37,0
94,852,357,0
95,82,494,0
95,242,990,0
96,179,487,0
98,8,384,0
98,301,817,0
99,16,38,0
99,458,652,0
100,42,546,0
101,957,769,0
102,340,845,0
103,771,160,0
104,812,142,0
105,511,556,0
106,8,7,0
108,79,556,0
113,465,360,0
118,143,210,0
122,117,652,0
123,499,275,0
125,683,363,0
125,900,850,0
128,15,444,0
128,917,226,0
130,344,830,0
131,433,517,0
133,867,595,0
134,831,460,0
135,793,68,0
137,197,166,0
137,868,778,0
139,333,370,0
147,808,284,0
152,607,893,0
153,825,267,0
157,463,177,0
158,206,967,0
162,2,348,0
165,27,863,0
169,892,12,0
170,593,585,0
170,990,874,0
171,474,245,0
174,495,299,0
174,897,849,0
175,786,877,0
176,610,435,0
178,878,652,0
179,789,562,0
180,356,815,0
180,694,575,0
182,438,549,0
189,672,348,0
190,137,193,0
194,63,375,0
195,0,602,0
195,373,826,0
196,41,846,0
197,450,227,0
198,441,632,0
199,702,875,0
200,594,511,0
200,958,4,0
203,269,373,0
203,884,547,0
211,276,221,0
212,582,494,0
215,724,975,0
215,995,381,0
219,574,893,0
219,641,75,0
220,25,201,0
220,949,933,0
220,993,485,0
221,700,512,0
222,386,857,0
226,608,724,0
227,791,65,0
232,258,25,0
240,510,222,0
242,124,489,0
242,960,0,0
245,778,633,0
247,94,887,0
249,736,58,0
251,280,275,0
255,157,812,0
256,463,103,0
256,975,44,0
258,825,920,0
261,17,852,0
261,374,174,0
262,593,140,0
263,177,243,0
266,902,540,0
267,156,970,0
268,11,606,0
268,146,695,0
273,453,807,0
273,740,887,0
273,806,251,0
273,837,90,0
274,178,922,0
276,912,700,0
279,957,754,0
280,721,318,0
286,370,265,0
287,292,609,0
288,739,298,0
289,935,498,0
291,259,34,0
291,549,207,0
295,385,372,0
299,688,997,0
299,742,438,0
301,50,151,0
302,704,806,0
303,268,526,0
303,804,603,0
310,42,856,0
310,382,119,0
311,279,863,0
314,908,524,0
319,55,725,0
320,644,856,0
321,160,482,0
321,491,207,0
321,971,841,0
323,812,860,0
325,548,841,0
326,225,262,0
328,561,563,0
328,628,859,0
330,453,30,0
332,16,878,0
332,175,7,0
333,822,890,0
334,447,924,0
339,349,633,0
339,756,864,0
343,689,882,0
343,825,779,0
344,822,102,0
345,75,471,0
349,289,45,0
350,112,247,0
350,548,858,0
353,64,90,0
355,489,848,0
356,646,816,0
357,988,146,0
359,698,396,0
360,723,389,0
361,704,37,0
362,438,683,0
365,568,201,0
365,597,43,0
367,830,130,0
369,607,99,0
372,34,581,0
373,768,394,0
374,684,985,0
376,183,393,0
376,483,983,0
376,938,648,0
377,571,737,0
378,278,684,0
378,751,253,0
379,418,552,0
388,510,797,0
391,878,240,0
392,926,12,0
394,345,591,0
397,791,759,0
397,909,509,0
400,589,905,0
402,85,378,0
402,370,892,0
402,533,524,0
404,821,550,0
406,331,221,0
407,241,632,0
407,875,71,0
409,428,954,0
412,82,847,0
416,431,58,0
416,578,398,0
418,268,665,0
421,22,136,0
421,908,342,0
424,164,878,0
426,504,692,0
427,41,927,0
427,131,894,0
433,166,619,0
433,898,105,0
437,824,371,0
438,378,245,0
445,643,666,0
446,798,76,0
446,994,893,0
447,522,463,0
449,826,220,0
450,207,658,0
450,356,826,0
453,782,959,0
454,109,803,0
458,589,204,0
461,948,419,0
464,336,160,0
465,564,955,0
466,849,924,0
478,104,85,0
478,744,146,0
480,684,25,0
486,330,152,0
489,478,525,0
490,411,284,0
491,336,781,0
493,133,308,0
493,644,171,0
493,947,233,0
496,376,37,0
496,844,121,0
498,297,731,0
498,831,527,0
505,25,120,0
505,771,488,0
505,970,400,0
507,857,273,0
514,403,207,0
516,649,933,0
518,586,392,0
519,590,683,0
524,75,824,0
525,351,187,0
529,526,295,0
531,36,525,0
532,138,452,0
536,778,240,0
538,397,288,0
538,503,57,0
540,213,18,0
542,781,612,0
543,194,310,0
543,723,567,0
546,983,677,0
552,306,654,0
557,583,589,0
557,631,82,0
558,877,757,0
559,251,340,0
559,455,160,0
565,895,74,0
566,820,408,0
567,235,712,0
567,314,990,0
568,304,683,0
573,369,826,0
573,892,508,0
575,49,555,0
575,894,69,0
577,401,145,0
584,209,507,0
590,234,602,0
591,469,55,0
593,657,147,0
596,852,876,0
599,222,480,0
605,277,654,0
609,708,78,0
610,449,444,0
613,22,730,0
614,942,560,0
616,395,791,0
618,417,896,0
619,204,898,0
620,343,326,0
620,666,894,0
628,885,752,0
632,33,527,0
632,974,333,0
633,998,116,0
635,290,541,0
638,930,561,0
639,350,831,0
642,559,306,0
642,835,330,0
644,303,179,0
645,782,142,0
646,840,851,0
650,308,25,0
652,345,453,0
655,989,140,0
659,530,627,0
665,935,161,0
670,709,780,0
673,484,733,0
673,621,981,0
674,113,969,0
678,365,556,0
683,396,274,0
684,983,558,0
685,184,589,0
686,542,846,0
689,602,874,0
689,713,885,0
692,952,642,0
694,514,702,0
694,672,177,0
695,984,700,0
697,295,882,0
697,596,638,0
700,917,21,0
701,384,453,0
705,760,440,0
706,213,24,0
708,845,974,0
712,119,839,0
716,286,112,0
719,26,315,0
719,906,471,0
723,896,509,0
725,436,252,0
728,273,10,0
729,515,90,0
730,331,400,0
730,699,458,0
730,784,744,0
733,719,94,0
734,425,77,0
734,490,47,0
736,239,826,0
748,613,660,0
748,968,582,0
754,29,521,0
754,753,778,0
755,351,818,0
