0.122443154,15.852398,81.41804,1.4949479
0.13492861,20.330963,46.06393,-22.206553
0.016498571,37.519707,13.085237,13.438042
0.13800515,38.090366,168.51785,40.985893
0.08151325,73.3653,27.249681,29.50546
0.0,127.70922,138.98468,65.15328
0.13573696,135.10924,2.0942092,-83.08195
0.16478851,174.6918,183.892,-91.160446
0.08653177,177.05414,138.20596,-31.582855
0.21752493,103.53634,108.558464,22.740585
0.26405326,119.90199,41.08393,93.06558
0.3627366,125.996185,69.95541,-89.25686
0.26229626,132.72542,94.464096,26.63145
0.38920358,141.53902,57.670494,-97.09503
0.3731994,145.4993,112.00582,10.9301405
0.39470506,155.01376,65.063446,-80.704
0.30650488,165.76262,79.52394,40.37144
0.30181158,167.34593,183.63211,-61.55823
0.3061583,186.76485,182.54402,57.04256
0.57163674,31.735188,96.65948,-80.266
0.48074278,41.334297,174.04666,94.566696
0.43985027,45.6446,135.11954,9.391023
0.52469265,49.01832,177.43451,64.45473
0.42859912,72.12686,185.91852,-52.548943
0.44936216,116.51089,91.6653,-38.16476
0.467927,116.42916,111.71822,-21.63619
0.54075384,128.30414,70.57236,-54.263683
0.5173916,135.60828,159.43192,83.70637
0.564143,155.10916,77.86474,74.75604
0.5963752,177.12727,29.919909,94.46129
0.62140596,2.37888,19.380838,-46.029106
0.6583686,5.137139,108.71047,-91.616104
0.6389601,46.707237,129.69037,14.866533
0.7652463,75.18303,86.041824,-24.392382
0.75339586,165.94984,16.60334,-73.18225
0.6247999,169.97765,193.0711,-34.628376
0.60221714,177.44936,167.06088,70.166534
0.83945054,15.509328,135.587,-59.5628
0.9240223,16.920238,46.656506,-54.336243
0.9828043,29.562584,90.00543,-55.819794
0.8664475,40.90051,191.05482,-83.21052
0.8841751,50.89298,181.1285,78.859535
0.8538562,58.30136,159.0501,18.843018
0.92078453,76.5501,195.48453,44.67696
0.9702964,118.76269,20.280191,-50.972744
0.9969353,130.18196,174.03639,35.455723
0.9946572,140.79384,31.146912,-24.88679
0.9453173,143.30025,91.20289,68.89747
0.8152516,174.08427,0.5831081,-72.35438
0.8467902,179.19376,156.38235,-41.293865
1.137309,21.75839,185.13034,-84.31412
1.073602,26.294983,23.592571,-52.318703
1.0526605,28.312944,4.639396,-26.477125
1.1336389,33.36293,2.579149,-93.81407
1.1237286,33.77838,69.37078,23.506334
1.1587284,56.28513,5.54637,92.04861
1.0889463,147.1422,150.11792,-49.03356
1.0397558,166.8956,126.520164,13.818971
1.1434889,196.64197,192.86967,-40.413074
1.2295243,17.903347,70.34026,-40.897617
1.2712064,30.299433,145.69084,-18.344254
1.2989471,54.741283,45.567593,9.272172
1.3442637,98.038124,106.541336,37.19992
1.2659458,124.34595,73.105995,-61.42223
1.4970689,6.1171746,56.52639,15.199357
1.5597309,28.839336,186.61879,25.386425
1.4932745,42.036705,97.78143,-35.608215
1.5552973,45.10816,173.4224,-80.87203
1.5528849,47.675972,30.603874,53.056026
1.4048151,85.675156,194.7612,-7.8160825
1.4658122,89.31103,50.198803,43.45956
1.5925778,90.84909,152.98573,81.78904
1.4093249,107.1755,131.64583,-80.012726
1.4938433,118.22602,70.7032,-50.322697
1.5032742,143.7762,120.254585,-96.021065
1.5785481,143.97296,172.25003,-30.64025
1.5942011,186.49702,13.42955,98.83145
1.5626391,193.62164,144.11107,25.941565
1.6783285,3.0378258,27.785852,41.1811
1.6997876,5.7431126,113.96821,81.34033
1.7373899,51.16581,117.01316,-95.653145
1.6682024,118.840614,67.2978,-16.64287
1.673819,177.14427,26.7595,38.62095
1.649012,178.44624,176.28288,69.14688
1.7714472,185.3259,60.77409,28.606579
1.9100106,17.136206,42.986332,32.404213
1.8514318,23.3525,121.33508,32.48779
1.9234945,23.62132,156.1524,-96.79901
1.9451267,25.737497,3.6496859,-26.0992
1.878536,40.446182,165.10188,92.68919
1.9995211,41.117496,119.87872,35.55965
2.0980387,37.12426,50.47814,89.23295
2.1319666,47.74511,92.41057,38.42674
2.0276568,173.35228,57.567364,-22.123035
2.1112556,184.32182,143.24896,-73.353584
2.084905,197.00604,91.92671,-90.19219
2.2555943,0.22375245,5.186717,-3.5103674
2.319428,60.317642,170.06871,63.90117
2.3745916,103.65394,5.1486945,-72.59557
2.3103087,132.50545,149.92348,-44.896675
2.2195094,147.91312,121.89558,86.22534
2.2303474,151.33278,160.37366,-79.78956
2.2499294,194.3583,95.00385,2.8610458
2.4913063,14.10342,19.224125,-37.55852
2.5363746,64.735405,86.75312,65.55675
2.4632351,67.86817,11.797258,42.04873
2.4646537,97.40567,174.33052,-43.415848
2.5923634,115.00357,16.166681,-80.01075
2.5757728,170.77135,102.14501,60.661343
2.54492,173.95676,191.8253,37.072834
2.4029315,177.21881,106.460396,-19.805862
2.554405,182.18434,145.15877,-99.20079
2.4897983,183.64958,184.76355,99.69155
2.590678,190.9781,165.93118,55.326588
2.51062,195.1947,31.87636,95.98324
2.7662764,59.771866,198.56593,21.764984
