0,33,905,0
0,82,507,0
0,170,394,0
0,187,144,0
0,309,82,0
0,323,941,0
0,373,55,0
0,380,58,0
0,387,257,0
0,526,534,0
0,583,12,0
0,586,857,0
0,605,508,0
0,642,22,0
0,643,135,0
0,681,729,0
0,719,552,0
0,728,501,0
0,732,522,0
0,842,812,0
0,922,661,0
0,971,652,0
0,994,434,0
1,29,221,0
1,51,242,0
1,100,974,0
1,116,304,0
1,130,995,0
1,145,2,0
1,165,828,0
1,214,992,0
1,225,208,0
1,234,859,0
1,248,13,0
1,293,812,0
1,322,262,0
1,477,216,0
1,546,685,0
1,644,370,0
1,842,790,0
1,863,580,0
1,884,679,0
1,921,348,0
2,57,512,0
2,97,144,0
2,176,509,0
2,195,611,0
2,330,246,0
2,331,340,0
2,353,742,0
2,369,849,0
2,406,449,0
2,439,715,0
2,475,605,0
2,500,214,0
2,505,591,0
2,605,127,0
2,625,210,0
2,629,901,0
2,653,550,0
2,656,933,0
2,738,533,0
2,768,891,0
2,806,590,0
2,816,621,0
2,846,441,0
2,859,437,0
2,973,85,0
2,991,745,0
3,116,320,0
3,141,36,0
3,159,636,0
3,181,329,0
3,193,770,0
3,243,571,0
3,283,10,0
3,342,237,0
3,357,41,0
3,466,67,0
3,473,500,0
3,494,230,0
3,496,516,0
3,511,413,0
3,539,305,0
3,626,398,0
3,749,424,0
3,762,793,0
3,774,879,0
3,827,623,0
3,843,323,0
3,844,602,0
3,853,855,0
3,934,150,0
4,14,337,0
4,92,555,0
4,106,874,0
4,146,611,0
4,186,140,0
4,229,750,0
4,242,196,0
4,314,356,0
4,452,433,0
4,513,263,0
4,537,462,0
4,555,420,0
4,606,417,0
4,634,252,0
4,647,420,0
4,675,129,0
4,693,965,0
4,782,435,0
4,800,551,0
4,823,387,0
4,876,203,0
4,879,325,0
4,883,687,0
4,943,748,0
4,955,379,0
5,94,479,0
5,135,895,0
5,175,899,0
5,297,170,0
5,300,230,0
5,301,349,0
5,494,776,0
5,610,423,0
5,769,306,0
5,811,393,0
5,865,600,0
5,867,847,0
5,883,841,0
